file,problem_timestamps
19_12,
19_11,
19_10,
19_17,
19_16,
19_15,28613090_28614890
19_14,
23_16,
23_17,
08_08,
08_09,19845690_19846431
08_06,31232540_31235060 -- 12598480_12599210 -- 28380890_28383280 -- 6469560_6469730 -- 12803510_12806510 -- 22454887_22456640 -- 31570740_31571940 -- 11952898_12139100 -- 22454840_22454887 -- 26589150_26591820 -- 31388760_31389400 -- 49529139_49532870 -- 28322180_28322410 -- 20084440_20085490 -- 30612010_30612270 -- 12599210_12600170 -- 30921270_30930590 -- 12803210_12803510 -- 11952000_11952898 -- 4767290_4773990 -- 28838860_28840385 -- 4766280_4767290 -- 12175340_12176180 -- 31569940_31570740 -- 28383280_28387990 -- 20083390_20084440 -- 28861540_28864230 -- 26588530_26589150 -- 31389400_31393360 -- 31232070_31232540 -- 28840385_28842020 -- 30612270_30615560 -- 28860820_28861540 -- 12176180_12177780 -- 6469730_6472000 -- 49528730_49529139 -- 30921040_30921270 -- 28322410_28324380
08_07,
29_07,
29_06,41677789_41678803 -- 41673250_41677789
29_09,
29_08,48233670_48235725
02_13,
02_12,690425_693580
02_11,
02_10,
02_17,
02_16,
02_15,38043855_38045810
02_14,
18_09,
18_08,
46_08,
46_09,
46_06,
46_07,
18_07,
18_06,15599560_15600630 -- 35660570_35665451 -- 9358160_9367908 -- 24321280_24323510 -- 34185245_34447380 -- 15597780_15599560 -- 22496280_22496670 -- 51595710_51597890 -- 9367908_9388650 -- 34180680_34185245 -- 22496670_22497100 -- 35665451_35666490 -- 41304378_41318980 -- 24321140_24321280 -- 41296040_41304378
37_17,
37_16,2130265_2133540 -- 14715175_14716210 -- 6461175_6462670
37_15,
37_14,
37_13,
37_12,
37_11,
37_10,
09_07,41305271_41323230 -- 5823600_5824898 -- 41844650_41853165 -- 10736290_10738648 -- 38269460_38274684 -- 10738648_10739850 -- 38274684_38285700 -- 41853165_43905320 -- 39613411_39692510 -- 5824898_6214100 -- 39592690_39613411 -- 41303810_41305271 -- 39138180_39138809 -- 39138809_39141570
09_06,17463370_17558630 -- 7772460_7772500 -- 46736960_46737280 -- 7772500_7773860 -- 31364060_31364770 -- 31364770_31366470 -- 17558630_17572440 -- 46736480_46736960 -- 26318650_26320290 -- 26318640_26318650
09_09,31082860_31083799
09_08,
07_09,17100000_17174020 -- 28800000_28807840
07_08,
07_07,18162200_18163280
07_06,21238755_21241850 -- 3921660_3921690 -- 6417870_6418663 -- 40390120_40390470 -- 21238590_21238755 -- 12481478_12484560 -- 11757120_11758590 -- 22729910_22733470 -- 3921690_3927040 -- 31607070_31628840 -- 22726590_22729910 -- 40390470_40391910 -- 21428580_21428820 -- 40158540_40163070 -- 31604630_31607070 -- 12480990_12481478 -- 40158180_40158540 -- 23712520_23713180 -- 21428820_21430150 -- 11756790_11757120 -- 23713180_23716430 -- 6418663_6421300
41_14,
41_15,
41_12,
41_13,
41_10,
41_11,
10_14,
22_07,
03_09,22200000_22200320
03_08,
28_08,
28_09,31167920_31169185
23_14,
23_15,
23_12,
23_13,55190340_55200000
23_10,
23_11,20388790_20388822
28_06,
28_07,14168642_14170138 -- 14167670_14168642
30_12,
30_13,
30_10,27736215_27737590 -- 23804845_23808120
30_11,
30_16,
30_17,
30_14,
30_15,
44_08,
44_09,
44_06,
44_07,
